Name,Symbol,Side,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
ProShares UltraPro QQQ,TQQQ,Sell,Cancelled,0,5,@52.98,,DAY,04/24/2025 16:52:12 EDT,
ProShares UltraPro QQQ,TQQQ,Sell,Filled,5,5,@51.74,51.74,DAY,04/24/2025 15:05:23 EDT,04/24/2025 15:05:23 EDT
ProShares UltraPro QQQ,TQQQ,Sell,Filled,7,7,@52.01,52.01,DAY,04/24/2025 14:56:42 EDT,04/24/2025 14:56:43 EDT
iShares Gold Trust,IAU,Buy,Filled,7,7,@62.74,62.74,DAY,04/24/2025 10:55:15 EDT,04/24/2025 10:55:15 EDT
ProShares UltraPro QQQ,TQQQ,Sell,Filled,8,8,@50.68,50.68,DAY,04/24/2025 10:54:38 EDT,04/24/2025 10:54:38 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,7,7,@49.14,49.14,DAY,04/23/2025 11:40:46 EDT,04/23/2025 11:40:46 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,5,5,@50.07,50.07,DAY,04/23/2025 10:58:15 EDT,04/23/2025 10:58:15 EDT
iShares Gold Trust,IAU,Buy,Filled,10,10,@61.84,61.84,DAY,04/23/2025 10:40:08 EDT,04/23/2025 10:40:08 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,8,8,@50.08,50.08,DAY,04/23/2025 10:15:00 EDT,04/23/2025 10:15:04 EDT
United States Oil,USO,Sell,Filled,10,10,@67.68,67.68,DAY,04/23/2025 10:13:52 EDT,04/23/2025 10:13:54 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,15,15,@49.26,49.26,DAY,04/23/2025 09:28:31 EDT,04/23/2025 09:28:32 EDT
iShares US Aerospace & Defense ETF,ITA,Sell,Filled,5,5,@150.18,150.18,DAY,04/23/2025 09:19:08 EDT,04/23/2025 09:24:50 EDT
ProShares UltraPro QQQ,TQQQ,Sell,Filled,20,20,@47.37,47.37,DAY,04/22/2025 17:38:46 EDT,04/22/2025 17:38:46 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,1,1,@44.68,44.68,DAY,04/22/2025 15:44:20 EDT,04/22/2025 15:44:20 EDT
iShares US Aerospace & Defense ETF,ITA,Buy,Filled,5,5,@145.86,145.86,DAY,04/22/2025 12:45:30 EDT,04/22/2025 12:45:32 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,5,5,@45.63,45.63,DAY,04/22/2025 12:43:30 EDT,04/22/2025 12:43:45 EDT
ProShares UltraPro Dow30,UDOW,Sell,Filled,8,8,@68.40,68.40,DAY,04/22/2025 12:21:57 EDT,04/22/2025 12:21:57 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,14,14,@44.45,44.45,DAY,04/22/2025 11:48:14 EDT,04/22/2025 11:48:14 EDT
ProShares UltraPro Dow30,UDOW,Sell,Filled,14,14,@67.18,67.18,DAY,04/22/2025 11:21:39 EDT,04/22/2025 11:21:39 EDT
United States Oil,USO,Buy,Filled,10,10,@69.07,69.07,DAY,04/22/2025 07:56:51 EDT,04/22/2025 07:56:51 EDT
ProShares UltraPro Dow30,UDOW,Buy,Filled,7,7,@61.56,61.56,DAY,04/21/2025 14:15:02 EDT,04/21/2025 14:15:02 EDT
ProShares UltraPro Short QQQ,SQQQ,Sell,Filled,8,8,@41.81,41.81,DAY,04/21/2025 12:42:22 EDT,04/21/2025 12:42:22 EDT
ProShares UltraPro Dow30,UDOW,Buy,Filled,15,15,@62.81,62.81,DAY,04/21/2025 12:14:54 EDT,04/21/2025 12:15:00 EDT
iShares Gold Trust,IAU,Sell,Filled,15,15,@64.45,64.45,DAY,04/21/2025 12:07:52 EDT,04/21/2025 12:07:57 EDT
iShares Gold Trust,IAU,Buy,Filled,15,15,@64.57,64.57,DAY,04/21/2025 12:00:38 EDT,04/21/2025 12:00:38 EDT
ProShares UltraPro Short QQQ,SQQQ,Sell,Filled,10,10,@42.24,42.24,DAY,04/21/2025 11:54:07 EDT,04/21/2025 11:54:12 EDT
ProShares UltraPro Short QQQ,SQQQ,Buy,Cancelled,0,25,@38.50,,GTC,04/20/2025 23:52:22 EDT,
ProShares UltraPro Short Dow30,SDOW,Sell,Filled,17,17,@60.09,60.09,DAY,04/17/2025 15:57:33 EDT,04/17/2025 15:57:33 EDT
ProShares UltraPro Short QQQ,SQQQ,Buy,Filled,3,3,@39.46,39.46,DAY,04/16/2025 15:01:37 EDT,04/16/2025 15:01:38 EDT
ProShares UltraPro Short QQQ,SQQQ,Buy,Filled,15,15,@39.35,39.35,DAY,04/16/2025 14:57:03 EDT,04/16/2025 14:57:08 EDT
ProShares UltraPro Short Dow30,SDOW,Sell,Filled,10,10,@57.79,57.79,DAY,04/16/2025 14:56:22 EDT,04/16/2025 14:56:22 EDT
ProShares UltraPro Short Dow30,SDOW,Buy,Filled,3,3,@55.33,55.33,DAY,04/16/2025 09:03:49 EDT,04/16/2025 09:03:49 EDT
ProShares UltraPro Short Dow30,SDOW,Buy,Filled,10,10,@59.33,59.33,DAY,04/11/2025 09:33:38 EDT,04/11/2025 09:33:39 EDT
ProShares UltraPro Short Dow30,SDOW,Buy,Filled,14,14,@58.21,58.21,DAY,04/10/2025 16:00:44 EDT,04/10/2025 16:00:44 EDT
ProShares UltraPro QQQ,TQQQ,Sell,Filled,12,12,@50.43,50.43,DAY,04/09/2025 14:18:49 EDT,04/09/2025 14:18:49 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,12,12,@38.09,38.09,DAY,04/08/2025 18:12:43 EDT,04/08/2025 18:12:44 EDT
ProShares UltraPro Short Dow30,SDOW,Sell,Filled,12,12,@68.40,68.40,DAY,04/08/2025 14:15:29 EDT,04/08/2025 14:15:30 EDT
ProShares UltraPro Short Dow30,SDOW,Buy,Filled,12,12,@63.15,63.15,DAY,04/08/2025 09:31:28 EDT,04/08/2025 09:38:27 EDT
ProShares UltraPro Short Dow30,SDOW,Sell,Filled,20,20,@56.88,56.88,DAY,04/03/2025 10:15:56 EDT,04/03/2025 10:15:56 EDT
ProShares UltraPro Short Dow30,SDOW,Buy,Filled,20,20,@53.42,53.42,DAY,03/31/2025 13:03:22 EDT,03/31/2025 13:03:25 EDT
ProShares UltraPro QQQ,TQQQ,Sell,Filled,21,21,@55.18,55.18,DAY,03/31/2025 13:02:25 EDT,03/31/2025 13:02:26 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,2,2,@66.03,66.03,DAY,03/24/2025 12:00:56 EDT,03/24/2025 12:00:56 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,2,2,@66.09,66.09,DAY,03/24/2025 11:13:20 EDT,03/24/2025 11:13:23 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,2,2,@65.89,65.89,DAY,03/24/2025 11:00:58 EDT,03/24/2025 11:01:14 EDT
ProShares UltraPro QQQ,TQQQ,Sell,Filled,10,10,@61.19,61.19,DAY,03/20/2025 14:20:50 EDT,03/20/2025 14:23:30 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,1,1,@59.63,59.63,DAY,03/18/2025 14:13:48 EDT,03/18/2025 14:13:48 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,5,5,@61.43,61.43,DAY,03/14/2025 14:11:30 EDT,03/14/2025 14:11:30 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,3,3,@61.57,61.57,DAY,03/12/2025 15:11:39 EDT,03/12/2025 15:11:39 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,1,1,@72.52,72.52,DAY,03/05/2025 15:06:05 EST,03/05/2025 15:07:01 EST
ProShares UltraPro QQQ,TQQQ,Buy,Filled,1,1,@71.01,71.01,DAY,03/05/2025 12:56:49 EST,03/05/2025 12:56:49 EST
ProShares UltraPro QQQ,TQQQ,Buy,Filled,1,1,@70.39,70.39,DAY,03/03/2025 19:14:38 EST,03/03/2025 19:14:38 EST
ProShares UltraPro QQQ,TQQQ,Buy,Filled,3,3,@72.90,72.90,DAY,02/27/2025 15:33:36 EST,02/27/2025 15:33:36 EST
ProShares UltraPro QQQ,TQQQ,Buy,Filled,1,1,@73.01,73.01,DAY,02/27/2025 15:22:15 EST,02/27/2025 15:22:15 EST
ProShares UltraPro QQQ,TQQQ,Buy,Filled,9,9,@75.21,75.21,DAY,02/27/2025 14:26:50 EST,02/27/2025 14:26:50 EST
Direxion Daily Financial Bull 3X ETF,FAS,Sell,Filled,4,4,@177.05,177.05,DAY,02/27/2025 14:26:24 EST,02/27/2025 14:26:24 EST
Direxion Daily Financial Bull 3X ETF,FAS,Buy,Filled,4,4,@174.01,174.01,DAY,02/24/2025 11:55:06 EST,02/24/2025 11:55:06 EST
Direxion Daily Hmbldrs&Supls Bull 3X ETF,NAIL,Sell,Filled,10,10,@69.42,69.42,DAY,02/24/2025 11:54:45 EST,02/24/2025 11:54:50 EST
Direxion Daily Hmbldrs&Supls Bull 3X ETF,NAIL,Buy,Filled,1,1,@75.33,75.33,DAY,02/20/2025 15:53:34 EST,02/20/2025 15:53:57 EST
Direxion Daily Hmbldrs&Supls Bull 3X ETF,NAIL,Buy,Filled,3,3,@74.40,74.40,DAY,02/20/2025 08:44:11 EST,02/20/2025 08:44:11 EST
ProShares UltraPro QQQ,TQQQ,Sell,Filled,3,3,@89.92,89.92,DAY,02/20/2025 08:43:40 EST,02/20/2025 08:43:42 EST
Direxion Daily Hmbldrs&Supls Bull 3X ETF,NAIL,Buy,Filled,6,6,@79.68,79.68,DAY,02/18/2025 11:04:49 EST,02/18/2025 11:04:49 EST
ProShares UltraPro Dow30,UDOW,Sell,Filled,4,4,@106.73,106.73,DAY,02/18/2025 11:04:16 EST,02/18/2025 11:04:18 EST
ProShares UltraPro QQQ,TQQQ,Buy,Filled,3,3,84.68,84.68,DAY,02/11/2025 12:20:28 EST,02/11/2025 12:20:28 EST
ProShares UltraPro Dow30,UDOW,Sell,Filled,2,2,106.62,106.62,DAY,02/11/2025 12:19:58 EST,02/11/2025 12:19:58 EST
ProShares UltraPro Dow30,UDOW,Buy,Filled,1,1,106.18,106.18,DAY,02/10/2025 15:24:20 EST,02/10/2025 15:24:20 EST
Direxion Daily PLTR Bear 1X Shares,PLTD,Sell,Filled,4,4,14.07,14.07,DAY,02/07/2025 15:02:50 EST,02/07/2025 15:02:50 EST
Direxion Daily PLTR Bear 1X Shares,PLTD,Buy,Filled,4,4,15.67,15.67,DAY,02/04/2025 11:53:01 EST,02/04/2025 11:53:01 EST
Direxion Dly Aerospace&Def Bl 3X ShsETF,DFEN,Sell,Filled,2,2,33.04,33.04,DAY,02/04/2025 11:50:16 EST,02/04/2025 11:50:16 EST
Direxion Dly Aerospace&Def Bl 3X ShsETF,DFEN,Sell,Cancelled,0,2,@33.16,,GTC,02/04/2025 11:48:27 EST,
Direxion Dly Aerospace&Def Bl 3X ShsETF,DFEN,Buy,Filled,2,2,@33.24,33.24,GTC,02/04/2025 11:40:27 EST,02/04/2025 11:40:27 EST
ProShares UltraPro Dow30,UDOW,Buy,Filled,5,5,@105.78,105.78,GTC,02/04/2025 08:41:20 EST,02/04/2025 08:41:20 EST
Payoneer Global Inc.,PAYO,Sell,Filled,48,48,10.09,10.09,DAY,01/08/2025 12:20:57 EST,01/08/2025 12:20:57 EST
Payoneer Global Inc.,PAYO,Sell,Cancelled,1,49,@10.38,10.38,GTC,01/07/2025 16:18:57 EST,01/07/2025 16:52:29 EST
Payoneer Global Inc.,PAYO,Sell,Cancelled,0,49,9.84,,DAY,01/07/2025 13:07:03 EST,
Payoneer Global Inc.,PAYO,Sell,Cancelled,0,49,@10.69,,DAY,01/07/2025 13:07:03 EST,
Payoneer Global Inc.,PAYO,Buy,Filled,49,49,@10.36,10.36,DAY,01/06/2025 16:33:23 EST,01/06/2025 16:33:23 EST
Payoneer Global Inc.,PAYO,Buy,Cancelled,0,50,@10.35,,DAY,01/06/2025 16:32:37 EST,
Aurora Innovation Inc,AUR,Sell,Filled,75,75,@6.47,6.47,GTC,01/06/2025 16:27:15 EST,01/06/2025 16:27:15 EST
Aurora Innovation Inc,AUR,Sell,Cancelled,0,75,@6.11,,DAY,01/02/2025 19:41:58 EST,
Aurora Innovation Inc,AUR,Buy,Filled,75,75,@6.90,6.90,DAY,12/27/2024 14:48:32 EST,12/27/2024 14:50:33 EST
ProShares UltraPro Short QQQ,SQQQ,Sell,Filled,16,16,@11.11,11.11,DAY,03/11/2024 15:56:56 EDT,03/11/2024 15:56:56 EDT
ProShares UltraPro Short QQQ,SQQQ,Buy,Filled,16,16,@11.93,11.93,DAY,02/20/2024 16:00:19 EST,02/20/2024 16:00:19 EST
